steam_id	aWin	SE	games	alias
76561199110561928	0.49	0.09	35.0	musti
76561198047335245	0.49	0.16	11.0	l1nkin
76561197982035811	0.48	0.05	100.0	na1x
76561198299238187	0.47	0.04	220.0	sav
76561198881954793	0.47	0.02	577.0	keyser zöza
76561198440329815	0.47	0.03	325.0	iam^4NX7^7
76561198008496401	0.46	0.05	99.0	calipt
76561198098777141	0.45	0.02	1683.0	Wallsnag
76561198257433093	0.45	0.02	1170.0	C3noB1t
76561198122207599	0.44	0.03	463.0	n3
76561198039989372	0.44	0.06	75.0	naitan
76561198255736445	0.44	0.02	1158.0	bolus
76561198141767332	0.43	0.09	33.0	r34.hokum
76561198000088567	0.43	0.05	123.0	nvc
76561198053186404	0.42	0.05	132.0	frts
76561198013666605	0.42	0.04	165.0	Ant3stor
76561197992882111	0.41	0.02	654.0	stripyツ
76561197971148249	0.4	0.02	1250.0	djinx
76561198257521635	0.4	0.02	648.0	anymal
76561198122384360	0.38	0.05	107.0	^4u^3a^6Lasko^7
76561198256332534	0.37	0.08	39.0	SpRiTneY bEers
76561197995384039	0.35	0.06	90.0	shiieeet
76561197982636025	0.35	0.03	249.0	^1n^2o^3o^4b^5i^6eone^4[solo]^7
76561198034086285	0.35	0.03	294.0	Karim
76561198318866295	0.34	0.02	1189.0	^2razer ^7edge
76561197971635353	0.34	0.02	593.0	BeukeR
76561198256841970	0.33	0.07	59.0	^5҉ ^7ark1
76561197990318078	0.33	0.12	19.0	zolee
76561198256772293	0.33	0.04	217.0	touri^6Z^7t
76561197960477076	0.32	0.29	4.0	_gory
76561199163321398	0.32	0.03	247.0	^5A^7nn^64^7hilation
76561197970764070	0.31	0.02	1789.0	Pettern
76561198084461653	0.31	0.2	6.0	edgar davison
76561198003847269	0.31	0.1	25.0	PsY
76561197973893045	0.31	0.04	169.0	khan
76561198025225261	0.31	0.35	2.0	pecka
76561198022905415	0.3	0.03	368.0	Ice
76561198107988415	0.3	0.18	9.0	latuch
76561198264657389	0.3	0.41	2.0	NW1
76561198166188119	0.3	0.25	4.0	M
76561198065679326	0.3	0.12	18.0	Xer
76561197961442465	0.29	0.49	2.0	.gissa
76561197965328941	0.29	0.36	2.0	djo9
76561198064199875	0.29	0.02	1477.0	invi
76561198274418376	0.29	0.22	5.0	ksa
76561198257445213	0.28	0.07	56.0	jaysson
76561198332980948	0.28	0.17	9.0	vasho
76561198280627259	0.28	0.06	87.0	sizzrp
76561198026677380	0.26	0.5	1.0	Tier Z
76561198244824612	0.26	0.18	8.0	Reeseend
76561198414877431	0.26	0.21	6.0	phaze
76561198037076307	0.26	0.08	39.0	cainite
76561198043070738	0.25	0.04	215.0	^1N^3e^2x^1on^360^2hz^7
76561198918808464	0.25	0.31	4.0	^4[^7ek^1.^7coda^4]^7
76561197960270492	0.25	0.1	30.0	erk
76561197965308771	0.24	0.02	1457.0	drki
76561198075079469	0.24	0.12	20.0	d1zulya
76561198154943013	0.23	0.15	12.0	^4masterclaaars^7
76561198019672639	0.23	0.03	392.0	^7lici
76561198199452077	0.23	0.45	3.0	Klyb
76561198278082198	0.22	0.13	14.0	MaRceLLo
76561198004481673	0.22	0.18	8.0	^1DEICIDE^7
76561198047715408	0.22	0.02	743.0	gog
76561197997252303	0.21	0.5	1.0	stommekat
76561198028322375	0.21	0.5	1.0	fogel
76561198155003669	0.21	0.03	567.0	re4
76561198285680726	0.21	0.02	699.0	^2h^3u^1e ^7melech^2e^7sh
76561198257420521	0.21	0.03	358.0	^7T^14^7NKH
76561198257679175	0.2	0.04	229.0	^4E^7teto
76561198959359034	0.2	0.08	38.0	vishru
76561198030933162	0.2	0.02	906.0	^1Lo^3ka^7rio
76561197969854990	0.2	0.34	3.0	HANZO
76561198154658099	0.19	0.5	1.0	^4#1 ^7un^54^7x*
76561198139018619	0.19	0.19	7.0	Lambaro
76561198045421697	0.19	0.62	1.0	Ugandalf The Black
76561198031267126	0.19	0.04	165.0	sno
76561198020963681	0.19	0.25	1.0	Kirreen
76561198256497752	0.19	0.11	23.0	^^0SheCanWait^7
76561198159947488	0.18	0.03	260.0	bjqrn0
76561197970742152	0.18	0.03	408.0	Hoebs
76561197988995240	0.17	0.71	3.0	^7[^4U^1K^7]^7misterph
76561198069513604	0.17	0.5	1.0	autobahnquake
76561198257306259	0.16	0.29	3.0	^3[ΠΝΔ] ^3xpe^6HOPE^3з^7
76561197976183478	0.16	0.5	1.0	ddddemetrio
76561198117525838	0.16	0.5	1.0	gaesaeki
76561197963473315	0.16	0.21	6.0	hmstx
76561198066083651	0.16	0.2	6.0	coffee
76561198155534749	0.16	0.25	1.0	quakenstein
76561198109579696	0.15	0.02	1452.0	cha^1koala^7
76561198258475383	0.15	0.02	2797.0	BLuE
76561197993233912	0.15	0.12	18.0	proZaC
76561197964408312	0.15	0.15	11.0	sou^1l^7reaver
76561197992793034	0.15	0.03	492.0	Smooth
76561198201751381	0.15	0.03	374.0	phobos
76561198039145005	0.14	0.05	99.0	knz
76561198155662969	0.14	0.02	1853.0	so^1ph^7ia
76561198256265484	0.14	0.5	1.0	distel
76561198083950618	0.13	0.07	67.0	aireth
76561198200771114	0.13	0.5	1.0	ﬁﬁ
76561198054367317	0.13	0.05	5.0	[eSport]zubich
76561198057787818	0.13	0.05	5.0	SidiR
76561198161099111	0.13	0.05	5.0	03
76561198062007225	0.13	0.05	5.0	KosolapY
76561198036667942	0.13	0.05	5.0	^1Fire^4Lotus^7
76561198132293228	0.12	0.02	595.0	SodaJoe
76561198256040915	0.12	0.04	167.0	Tudermaci
76561198214970421	0.12	0.25	1.0	Jolly
76561198045002768	0.11	0.49	1.0	leonq3
76561197994335851	0.11	0.13	18.0	OlegTopor2003
76561198042968060	0.11	0.35	2.0	nettah
76561198273670912	0.11	0.16	11.0	^7u^6l^7osen
76561198065587642	0.1	0.05	1.0	Tirek
76561198073796041	0.1	0.05	1.0	GZ.DECK
76561197971701149	0.1	0.05	1.0	^1VK ^7PIRATA!
76561198071771798	0.1	0.05	1.0	Punkà
76561198069839493	0.1	0.05	1.0	Scucchi
76561197981773839	0.1	0.03	263.0	Valunya
76561199024301816	0.09	0.17	9.0	Q3predatoR.ru
76561198157555570	0.09	0.05	97.0	^7f^4oo ^7p^41^7t
76561199044683584	0.09	0.02	1147.0	Chet0
76561198038270379	0.09	0.42	2.0	DrJ ♦
76561198090165083	0.09	0.27	4.0	AUDIOVEGAS
76561198026872390	0.08	0.12	17.0	Dday
76561197986931618	0.08	0.23	5.0	TARS
76561198241584468	0.08	0.21	6.0	swd
76561198113970099	0.08	0.19	7.0	Lorm
76561198002370961	0.07	0.23	5.0	Alostraz
76561197960584986	0.07	0.51	1.0	infra
76561198163827733	0.07	0.13	16.0	PAINE
76561199074963248	0.07	0.27	4.0	katix111
76561198966814346	0.07	0.25	5.0	ORIGIN
76561198267436829	0.07	0.13	15.0	DUDA_PASKUDA
76561198278403238	0.07	0.02	719.0	like_u
76561197970397164	0.07	0.25	4.0	buff0x
76561197960705576	0.07	0.18	9.0	empish
76561197990348465	0.07	0.41	1.0	Prophy
76561197960624184	0.07	0.09	31.0	[*RCTM*].Youen
76561198255927482	0.06	0.02	702.0	zhen
76561198257496197	0.06	0.02	1201.0	^3CRYING LAUGHING ^1TOMATO^7
76561198153281479	0.06	0.35	2.0	badnews
76561198208200276	0.06	0.03	290.0	spfx
76561198017950870	0.05	0.35	2.0	Shinobbi
76561197968341051	0.05	0.29	3.0	^6KILLALOT^7
76561198257381346	0.04	0.16	10.0	tsk
76561198088925347	0.04	0.2	7.0	luminus
76561198345631230	0.04	0.36	2.0	STN
76561199014355440	0.04	0.08	43.0	Havar
76561198026705607	0.04	0.25	4.0	Sev1
76561198088011443	0.03	0.18	12.0	^5[^7sam^5.^7s^5p^7enzeR^5]^7
76561198261798195	0.03	0.17	9.0	sinc
76561198022824589	0.03	0.36	2.0	Nimrod
76561198054844275	0.03	0.4	2.0	pavel
76561198061191813	0.02	0.35	2.0	real_grubby
76561198380825290	0.02	0.37	2.0	Dime
76561198036924082	0.02	0.38	2.0	bzh
76561197986714309	0.02	0.03	278.0	Dobez
76561198176224478	0.02	0.07	49.0	^7dib^1staah^7
76561198154954843	0.01	0.13	16.0	zoza
76561199143818171	0.01	0.15	11.0	zygnusX
76561198061371412	0.01	0.17	9.0	oskid
76561198380154098	0.01	0.24	2.0	Rivalls
76561198028202694	0.01	0.36	2.0	WadaWada
76561197970481333	0.01	0.08	39.0	aAa*RaOuL
76561197972946521	0.0	0.26	4.0	oddi
76561197965138514	0.0	0.14	13.0	luis
76561197970783081	0.0	0.23	5.0	^2unmd^7
76561197978616110	0.0	0.25	4.0	??OléDéy
76561198149826058	-0.0	0.35	2.0	Kilraker
76561198274445121	-0.0	0.1	33.0	aesick
76561198273971593	-0.0	0.05	115.0	Mattias
76561198057620153	-0.01	0.35	2.0	zenys
76561198012604537	-0.01	0.14	16.0	twitch.tv/xiphosnl
76561198399413614	-0.01	0.37	3.0	Krono3000
76561197992593520	-0.01	0.08	48.0	Raven
76561198063443467	-0.01	0.08	43.0	mirror🏴‍☠
76561197970616509	-0.01	0.02	1235.0	^1l^2u^3k^4a^5_^7
76561198139617207	-0.02	0.32	3.0	Skatos
76561197993968023	-0.02	0.29	3.0	norm swex
76561198059662449	-0.03	0.35	2.0	Corr
76561198018464471	-0.03	0.35	2.0	power3
76561198103761198	-0.03	0.37	2.0	FL1NF
76561198257375722	-0.03	0.35	2.0	King_Karl
76561198077231066	-0.04	0.29	4.0	Mike_Litoris
76561198164504646	-0.04	0.29	3.0	Walker #0
76561198000709233	-0.04	0.35	2.0	mushis
76561198076357708	-0.04	0.3	3.0	^3Paw^1U^3loN^7
76561198149501776	-0.04	0.22	5.0	zigg
76561198197628028	-0.05	0.25	4.0	Gabrielius
76561198076904580	-0.05	0.11	21.0	arronax
76561198914897304	-0.06	0.03	418.0	^1VK^7
76561198239142044	-0.06	0.52	1.0	SPART1E
76561198010106923	-0.06	0.39	1.0	X^4!^7u
76561198233595132	-0.06	0.39	1.0	ziKo^6.^7
76561198153828917	-0.06	0.2	6.0	bandit
76561198081744891	-0.06	0.04	186.0	Parkas
76561198282798832	-0.07	0.5	1.0	^1sory^7
76561197999128740	-0.07	0.5	1.0	Jesus
76561198155486441	-0.07	0.41	1.0	NikolaKG80
76561198257330241	-0.08	0.06	90.0	tough maf
76561197995121689	-0.08	0.03	279.0	p5ych^10^7
76561198026324627	-0.08	0.53	1.0	c00L
76561198312901724	-0.08	0.29	3.0	dck
76561198246535026	-0.08	0.02	806.0	t000
76561198024038653	-0.08	0.59	1.0	Endreo
76561197981837786	-0.08	0.53	1.0	meskalin
76561198260204587	-0.08	0.31	3.0	leave myname unspoken
76561198257693803	-0.08	0.5	1.0	::MiA::
76561198013196737	-0.08	0.13	16.0	Photon
76561198031630398	-0.09	0.22	6.0	Caddy
76561198909195578	-0.09	0.5	1.0	zacharius_zipfelmann
76561198151319268	-0.09	0.07	63.0	ΛятΞᴍIs4
76561197961198009	-0.09	0.5	1.0	NicholaisoN
76561198078930075	-0.09	0.3	3.0	LeopolD
76561199164050811	-0.1	0.2	6.0	^1D^4OO^1M^7a™
76561197981931066	-0.1	0.5	1.0	exixt
76561198014639632	-0.1	0.17	10.0	modus
76561198056323565	-0.1	0.05	1.0	ovEr
76561198053539009	-0.1	0.05	1.0	Toa
76561198258081111	-0.1	0.05	1.0	^1VK ^7Lv4Hell
76561198178287489	-0.1	0.05	1.0	Kentios
76561197996816389	-0.1	0.05	1.0	polterizer
76561198171861028	-0.1	0.5	1.0	gainon
76561198257405860	-0.1	0.5	1.0	^6 53RZJ^70^6!^7
76561198013882729	-0.1	0.31	4.0	Mayh
76561198304843955	-0.1	0.58	1.0	pr!x`
76561198284683846	-0.1	0.5	1.0	ne_raketa
76561197971969567	-0.1	0.1	26.0	TameR_
76561198116670913	-0.1	0.72	1.0	RedSpark
76561199009353824	-0.11	0.64	1.0	Xhipper
76561197983260772	-0.11	0.5	1.0	ipx
76561198072334180	-0.11	0.5	1.0	Seri
76561198113074125	-0.11	0.5	1.0	^6kyzeR^7
76561198100230088	-0.11	0.49	1.0	Shnookes
76561198007088416	-0.11	0.15	13.0	waters
76561199094740851	-0.11	0.5	1.0	i7
76561198020930676	-0.11	0.49	1.0	garbol
76561197985324611	-0.11	0.5	1.0	Daïkiry
76561198212338933	-0.11	0.53	1.0	buddy™
76561198074128985	-0.11	0.5	1.0	WaVe
76561197963320240	-0.12	0.5	1.0	^5|^7vesp
76561198011835185	-0.12	0.54	1.0	ntE
76561198023579220	-0.12	0.25	1.0	ZozoLaBombe
76561197968801530	-0.12	0.38	1.0	acrus
76561198360758240	-0.12	0.21	6.0	ten
76561198205703741	-0.12	0.35	3.0	oXI
76561198001420644	-0.12	0.06	76.0	woo
76561198029470238	-0.12	0.52	1.0	^7zhi^4R^7
76561198257390273	-0.12	0.5	1.0	Kishke
76561199022987302	-0.12	0.58	2.0	flipper
76561198038197222	-0.13	0.21	6.0	kartmanio
76561198083397376	-0.13	0.05	5.0	^1♋ ^2bpm^7
76561198242191368	-0.13	0.05	5.0	JFK
76561198186137302	-0.13	0.06	69.0	Respa
76561198062801450	-0.13	0.14	14.0	namemane
76561198054960537	-0.13	0.49	1.0	ChessClub ♜ Neyron
76561198005503122	-0.13	0.5	1.0	FracKture
76561198090066394	-0.13	0.06	88.0	-ffa-brucelee
76561198131349771	-0.13	0.29	3.0	agro*style
76561198932266774	-0.13	0.5	1.0	scandal
76561198020265889	-0.13	0.5	1.0	Butter Blood Vodoo
76561198071516713	-0.13	0.49	1.0	paypej
76561198025846557	-0.13	0.07	60.0	ridgewater
76561198022133177	-0.13	0.17	9.0	cityy
76561198277144867	-0.14	0.38	1.0	SouJirO
76561198077247071	-0.14	0.5	1.0	Ph1
76561197960518607	-0.14	0.5	1.0	theblackdahliamurder
76561198069886353	-0.14	0.5	1.0	fæsk
76561197993505667	-0.14	0.18	8.0	Meshhead
76561198030173590	-0.14	0.25	4.0	bias
76561198187607649	-0.14	0.49	1.0	EAG37
76561198827500718	-0.14	0.2	7.0	Vitur
76561198257374234	-0.14	0.02	1089.0	^5sco^3rp^7
76561198141487588	-0.14	0.7	1.0	Gibzon
76561198131914112	-0.15	0.08	47.0	KaShiS
76561198031184737	-0.15	0.08	41.0	vuduu
76561198059315204	-0.15	0.49	1.0	ur mom
76561197968656182	-0.15	0.49	1.0	Drago
76561198216996623	-0.15	0.25	4.0	edniM
76561198825068298	-0.15	0.05	133.0	ari
76561198032564011	-0.15	0.31	3.0	zoot
76561197981819837	-0.15	0.5	1.0	Norbert Hückeswagen
76561198451665554	-0.15	0.49	1.0	Letoff
76561198155205821	-0.15	0.57	1.0	^1^^7RoMe^7
76561197992715544	-0.15	0.5	1.0	Nautilus
76561198088617712	-0.15	0.31	3.0	dobromato
76561198022534637	-0.15	0.15	11.0	prodigy
76561198180690890	-0.15	0.5	1.0	tron
76561198044092026	-0.16	0.5	1.0	s!Roj
76561198027167951	-0.16	0.5	1.0	ٰ
76561197986351885	-0.16	0.53	1.0	Prometheus
76561198170811645	-0.16	0.25	1.0	slain3
76561197988263579	-0.16	0.15	11.0	Regenbogenkotze
76561198271334046	-0.16	0.16	10.0	^7^4hav^7
76561198089688309	-0.16	0.49	1.0	daraz69
76561198011466639	-0.16	0.5	1.0	fo^1L^7n
76561198125710191	-0.16	0.51	1.0	^2`^7`^3`^7
76561199033728484	-0.16	0.5	1.0	D4Rk^1FF!^7
76561197989123627	-0.17	0.71	1.0	FrosT
76561198081117111	-0.17	0.04	143.0	evoldore
76561198136633741	-0.17	0.18	8.0	way2foolish
76561198061566087	-0.17	0.25	4.0	^1fr^74^1nz^7
76561198079031282	-0.17	0.23	5.0	^1AA  ^7Arices
76561197991668725	-0.17	0.5	1.0	lazyga
76561198031260045	-0.17	0.5	1.0	^1Donne^2Moi^3Ta^4CHATTE^7
76561198055493263	-0.17	0.36	2.0	TUBORG_
76561198054431396	-0.17	0.5	1.0	spid
76561198257018686	-0.18	0.1	29.0	clueless
76561197964204070	-0.18	0.35	2.0	r3d
76561198027215543	-0.18	0.5	1.0	^1ЯƟVƖ^7ɌUƁƖ
76561198068070185	-0.18	0.05	93.0	KungFool
76561197963918937	-0.18	0.5	1.0	Bailey
76561197978556104	-0.18	0.5	1.0	.BaNaNa_
76561198037564581	-0.18	0.52	1.0	eki22
76561197965374315	-0.18	0.02	2126.0	^6kai^7 Vincent the ^3Beast^7
76561198043115609	-0.19	0.5	1.0	czang
76561198361055342	-0.19	0.41	2.0	KTNM
76561198008874287	-0.19	0.25	1.0	有很多小电影一起看看
76561198271338805	-0.19	0.29	3.0	^2vahue^7
76561197977981685	-0.19	0.38	2.0	SmOkZz
76561198289487513	-0.19	0.21	6.0	dzouKy
76561198022916945	-0.19	0.5	1.0	sciencepool
76561197985597767	-0.2	0.36	2.0	t0ne
76561198261304663	-0.2	0.5	1.0	hurtycz
76561197992251402	-0.2	0.54	1.0	kingpin1
76561197975827573	-0.21	0.37	2.0	Anat
76561198934401754	-0.21	0.35	2.0	aurin
76561198256500351	-0.21	0.06	79.0	^2alehightor^7
76561198208559676	-0.21	0.37	2.0	Syst3m
76561198359514955	-0.21	0.08	36.0	^2m^4l^5s^3k^7
76561198024637877	-0.22	0.35	2.0	GGSh0w
76561198338067832	-0.22	0.04	272.0	DEFENDER
76561198050188080	-0.22	0.51	2.0	Vieudebris
76561198257843565	-0.23	0.25	4.0	hamzah
76561198046437430	-0.23	0.15	12.0	corvu
76561198256622096	-0.23	0.5	1.0	FatBear
76561198071569749	-0.23	0.17	9.0	sovak
76561198336074607	-0.23	0.03	386.0	^3AC/DC ^7Charv
76561198260599288	-0.23	0.14	12.0	eugene
76561198179163925	-0.23	0.39	2.0	def
76561198150361379	-0.23	0.19	8.0	^1oMg ^7LunatiC
76561198127617966	-0.23	0.51	1.0	jpl1469
76561198165352013	-0.23	0.54	1.0	^3syd666^7
76561197998005821	-0.23	0.22	5.0	Terrutas
76561198257437671	-0.23	0.35	2.0	^^0Wood^7
76561198258457836	-0.23	0.14	14.0	0oSundanceo0
76561198257403817	-0.24	0.35	2.0	cleaner_le_magnifique
76561198157330158	-0.24	0.36	2.0	Ra_BufK
76561198049908474	-0.24	0.04	215.0	cB Duffi
76561198257357451	-0.24	0.05	128.0	modul1c
76561198069518871	-0.24	0.36	2.0	vloeii
76561197985659232	-0.24	0.24	5.0	^4matr^21^4x.^7
76561198000189725	-0.25	0.35	2.0	ben9.9
76561199123746085	-0.25	0.35	2.0	opt1k
76561198007541496	-0.25	0.25	4.0	raw
76561199001714968	-0.25	0.37	2.0	f^4oo ^7t^4o^7p^4e^7k
76561198118249863	-0.25	0.24	2.0	dvx
76561198837314284	-0.26	0.15	12.0	^5faye   ●^7
76561198251690480	-0.26	0.35	2.0	saDas
76561197970834550	-0.27	0.11	21.0	Imperator_Valium
76561198067064946	-0.27	0.23	5.0	Steve Jobs
76561198027965641	-0.28	0.29	3.0	cup1d
76561198035671947	-0.28	0.05	121.0	GashaSrey
76561198075986697	-0.28	0.1	25.0	vix
76561197995862741	-0.28	0.35	2.0	sn1
76561198256969692	-0.28	0.02	805.0	^710^1elo^7guy ^1SOMBRES^3PING^7
76561198004809583	-0.28	0.06	73.0	^1¡ ^7Ɽαǥ℮
76561198450700371	-0.29	0.5	2.0	lack
76561197975424969	-0.29	0.14	12.0	sh@dy
76561198005046928	-0.3	0.35	2.0	kaliberr44
76561197976530588	-0.3	0.39	2.0	cippi
76561198102771176	-0.3	0.25	4.0	Big Tasty
76561198285213013	-0.31	0.25	4.0	^^0sin^2ner^7
76561198449625705	-0.31	0.25	4.0	s0nax
76561198218623992	-0.32	0.17	9.0	Xarthez
76561198058262913	-0.32	0.15	13.0	Vuuda
76561197981535721	-0.33	0.79	2.0	NeOnLeMoN
76561197996713902	-0.33	0.07	63.0	^1Svemirko^7
76561198050090833	-0.33	0.19	8.0	oi
76561198256176051	-0.33	0.22	5.0	sombre
76561198045504172	-0.33	0.04	257.0	Felony
76561198261482853	-0.34	0.35	2.0	deflax
76561198314080722	-0.34	0.15	11.0	Pumpkin60LG
76561197973603369	-0.34	0.05	110.0	BaMoFu
76561198257366499	-0.34	0.06	77.0	^48PLAY^7 n^4e^1x^7
76561198086315854	-0.35	0.15	11.0	siggma
76561198021415974	-0.35	0.26	4.0	Kisde
76561198164482709	-0.35	0.13	15.0	Ťix
76561198156073276	-0.35	0.21	6.0	I♛könig♛I Venish
76561197999091423	-0.36	0.15	11.0	ARES
76561198139439909	-0.37	0.22	5.0	g3st4p
76561198286173236	-0.38	0.07	59.0	derzkaya
76561198964102618	-0.38	0.51	2.0	^4michal^7
76561198301153328	-0.38	0.12	19.0	sick^2.^7 KOPFAB
76561198036206965	-0.38	0.29	3.0	octaveq
76561198257368839	-0.39	0.26	4.0	lollo2mygod
76561198166974810	-0.39	0.03	614.0	x40
76561197961164699	-0.39	0.19	7.0	twitch.tv/doubledigital_
76561199175715250	-0.39	0.17	9.0	syrius
76561198092313801	-0.4	0.07	54.0	shakey
76561198166316166	-0.4	0.04	161.0	Rade
76561197961644723	-0.4	0.29	3.0	^4e^5Q^7|^5a^4d^5a^4mmmmmmm^7
76561198064218291	-0.4	0.26	4.0	Spyros
76561198258228494	-0.41	0.05	126.0	^4[^1pvn^4]^6::^3The Reliable^7
76561198001010903	-0.41	0.21	6.0	WAR HOG (OUT OF HEDGE)
76561198257169571	-0.42	0.15	12.0	Adio
76561198013287426	-0.42	0.29	3.0	154smg
76561198298756066	-0.43	0.21	6.0	VaNeK
76561198211489571	-0.44	0.15	12.0	devknof
76561197995300975	-0.45	0.13	15.0	MusHRooM
76561198045773077	-0.45	0.29	3.0	Commander Pasta
76561198846847646	-0.46	0.25	4.0	orphenq3
76561198028526896	-0.47	0.22	5.0	^5T^7rilo
76561198257307626	-0.48	0.15	11.0	SVΛRSCHIK
76561198994704226	-0.48	0.05	139.0	thomassonvaldemar
76561197980728727	-0.48	0.29	3.0	^3[▲] ^1Red^3bird^171^7
76561199017957023	-0.48	0.23	5.0	optimist
76561198080608892	-0.5	0.06	72.0	Mannox
76561198013811463	-0.51	0.16	11.0	Kekpin
76561198120003322	-0.51	0.14	15.0	JunkZ
76561198156511395	-0.52	0.15	12.0	Karby
76561199044212882	-0.54	0.18	8.0	Amitra
76561198072509717	-0.54	0.23	5.0	GOOGL3
76561199047888807	-0.56	0.04	281.0	vcxyvcxy2
76561198255020427	-0.57	0.09	35.0	Thain
76561198395910383	-0.57	0.12	19.0	A1
76561198272768847	-0.59	0.21	6.0	Igor Letov
76561198240378464	-0.6	0.08	42.0	siXsiXsix
76561198155425701	-0.6	0.1	26.0	Rainbow_Crab
76561198355413498	-0.61	0.16	10.0	thylmanoid
76561198257762228	-0.61	0.19	7.0	^6H^7ojo^6M^7e
76561198050167011	-0.61	0.25	4.0	Der Kommunist
76561198001027360	-0.63	0.09	33.0	fury/ffs
76561198261027858	-0.64	0.22	5.0	xcarstenx
76561198068047395	-0.66	0.1	26.0	flfeelings
76561198237293132	-0.66	0.13	15.0	BANANMANX47
76561198155477003	-0.71	0.05	124.0	NADE^2MAFIA ^5MaJiN^7loves^6Madi^7
76561199040556789	-0.72	0.18	8.0	^1H^3i^1E^7
76561198161961071	-0.75	0.21	6.0	andrasrx8
76561198030450818	-0.76	0.16	11.0	crazy-lazy
76561198258352053	-0.76	0.05	114.0	l0l04
76561198955323108	-0.78	0.19	7.0	Denizo
76561198121842688	-0.88	0.09	36.0	^1t^3oñ^2o^7
76561198257341793	-0.92	0.18	8.0	^1Se×i^7pÏpÏ
76561198257661206	-0.96	0.17	11.0	^5Air^7Grue
76561198028213498	-0.97	0.16	11.0	JohnHyper
76561198256505513	-1.02	0.1	28.0	^4Sla^7Y^4eR^7
